boundary_from,boundary_to,section,page_index,page_label,block,old_code,old_ex,new_code,new_ex,block_remark,source_pdf
1996,2002,TABLE_I,10,11,11,3006.50,ex,3006.50,,,WTO_HSCodes_1996_to_2002.pdf
1996,2002,TABLE_I,10,11,12,3006.60,ex,3006.60,,"The scope of subheading 3006.60 has been expanded to be consistent with the amendments to heading 29.37(see remarks for heading 29.37). Consequently, Note 4 (h) to Chapter 30 has been amended.",WTO_HSCodes_1996_to_2002.pdf
1996,2002,TABLE_I,10,11,13,3824.90,ex,3006.70,,Creation of a new subheading 3006.70 for certain gel preparations.,WTO_HSCodes_1996_to_2002.pdf
1996,2002,TABLE_I,11,12,1,3001.10,ex,3006.80,,See remarks for heading 30.01.,WTO_HSCodes_1996_to_2002.pdf
1996,2002,TABLE_I,11,12,1,3001.20,ex,3006.80,,See remarks for heading 30.01.,WTO_HSCodes_1996_to_2002.pdf
1996,2002,TABLE_I,11,12,1,3001.90,ex,3006.80,,See remarks for heading 30.01.,WTO_HSCodes_1996_to_2002.pdf
1996,2002,TABLE_I,11,12,1,3002.10,ex,3006.80,,See remarks for heading 30.01.,WTO_HSCodes_1996_to_2002.pdf
1996,2002,TABLE_I,11,12,1,3002.20,ex,3006.80,,See remarks for heading 30.01.,WTO_HSCodes_1996_to_2002.pdf
1996,2002,TABLE_I,11,12,1,3002.30,ex,3006.80,,See remarks for heading 30.01.,WTO_HSCodes_1996_to_2002.pdf
1996,2002,TABLE_I,11,12,1,3002.90,ex,3006.80,,See remarks for heading 30.01.,WTO_HSCodes_1996_to_2002.pdf
1996,2002,TABLE_I,11,12,1,3003.10,ex,3006.80,,See remarks for heading 30.01.,WTO_HSCodes_1996_to_2002.pdf
1996,2002,TABLE_I,11,12,1,3003.20,ex,3006.80,,See remarks for heading 30.01.,WTO_HSCodes_1996_to_2002.pdf
1996,2002,TABLE_I,11,12,1,3003.31,ex,3006.80,,See remarks for heading 30.01.,WTO_HSCodes_1996_to_2002.pdf
1996,2002,TABLE_I,11,12,1,3003.39,ex,3006.80,,See remarks for heading 30.01.,WTO_HSCodes_1996_to_2002.pdf
1996,2002,TABLE_I,11,12,1,3003.40,ex,3006.80,,See remarks for heading 30.01.,WTO_HSCodes_1996_to_2002.pdf
1996,2002,TABLE_I,11,12,1,3003.90,ex,3006.80,,See remarks for heading 30.01.,WTO_HSCodes_1996_to_2002.pdf
1996,2002,TABLE_I,11,12,1,3004.10,ex,3006.80,,See remarks for heading 30.01.,WTO_HSCodes_1996_to_2002.pdf
1996,2002,TABLE_I,11,12,1,3004.20,ex,3006.80,,See remarks for heading 30.01.,WTO_HSCodes_1996_to_2002.pdf
1996,2002,TABLE_I,11,12,1,3004.31,ex,3006.80,,See remarks for heading 30.01.,WTO_HSCodes_1996_to_2002.pdf
1996,2002,TABLE_I,11,12,1,3004.32,ex,3006.80,,See remarks for heading 30.01.,WTO_HSCodes_1996_to_2002.pdf
1996,2002,TABLE_I,11,12,1,3004.39,ex,3006.80,,See remarks for heading 30.01.,WTO_HSCodes_1996_to_2002.pdf
1996,2002,TABLE_I,11,12,1,3004.40,ex,3006.80,,See remarks for heading 30.01.,WTO_HSCodes_1996_to_2002.pdf
1996,2002,TABLE_I,11,12,1,3004.50,ex,3006.80,,See remarks for heading 30.01.,WTO_HSCodes_1996_to_2002.pdf
1996,2002,TABLE_I,11,12,1,3004.90,ex,3006.80,,See remarks for heading 30.01.,WTO_HSCodes_1996_to_2002.pdf
1996,2002,TABLE_I,11,12,1,3005.10,ex,3006.80,,See remarks for heading 30.01.,WTO_HSCodes_1996_to_2002.pdf
1996,2002,TABLE_I,11,12,1,3005.90,ex,3006.80,,See remarks for heading 30.01.,WTO_HSCodes_1996_to_2002.pdf
1996,2002,TABLE_I,11,12,1,3006.10,ex,3006.80,,See remarks for heading 30.01.,WTO_HSCodes_1996_to_2002.pdf
1996,2002,TABLE_I,11,12,1,3006.20,ex,3006.80,,See remarks for heading 30.01.,WTO_HSCodes_1996_to_2002.pdf
1996,2002,TABLE_I,11,12,1,3006.30,ex,3006.80,,See remarks for heading 30.01.,WTO_HSCodes_1996_to_2002.pdf
1996,2002,TABLE_I,11,12,1,3006.40,ex,3006.80,,See remarks for heading 30.01.,WTO_HSCodes_1996_to_2002.pdf
1996,2002,TABLE_I,11,12,1,3006.50,ex,3006.80,,See remarks for heading 30.01.,WTO_HSCodes_1996_to_2002.pdf
1996,2002,TABLE_I,11,12,1,3006.60,ex,3006.80,,See remarks for heading 30.01.,WTO_HSCodes_1996_to_2002.pdf
1996,2002,TABLE_I,11,12,1,3824.90,ex,3006.80,,See remarks for heading 30.01.,WTO_HSCodes_1996_to_2002.pdf
1996,2002,TABLE_I,12,13,4,3005.10,ex,3825.30,,,WTO_HSCodes_1996_to_2002.pdf
1996,2002,TABLE_I,12,13,4,3005.90,ex,3825.30,,,WTO_HSCodes_1996_to_2002.pdf
1996,2002,TABLE_II,38,39,12,3001.10,,3001.10,,,WTO_HSCodes_1996_to_2002.pdf
1996,2002,TABLE_II,38,39,12,3001.10,,3006.80,ex,,WTO_HSCodes_1996_to_2002.pdf
1996,2002,TABLE_II,38,39,13,3001.20,,3001.20,,,WTO_HSCodes_1996_to_2002.pdf
1996,2002,TABLE_II,38,39,13,3001.20,,3006.80,ex,,WTO_HSCodes_1996_to_2002.pdf
1996,2002,TABLE_II,38,39,14,3001.90,,3001.90,,,WTO_HSCodes_1996_to_2002.pdf
1996,2002,TABLE_II,38,39,14,3001.90,,3006.80,ex,,WTO_HSCodes_1996_to_2002.pdf
1996,2002,TABLE_II,39,40,1,3002.10,,3002.10,,,WTO_HSCodes_1996_to_2002.pdf
1996,2002,TABLE_II,39,40,1,3002.10,,3006.80,ex,,WTO_HSCodes_1996_to_2002.pdf
1996,2002,TABLE_II,39,40,2,3002.20,,3002.20,,,WTO_HSCodes_1996_to_2002.pdf
1996,2002,TABLE_II,39,40,2,3002.20,,3006.80,ex,,WTO_HSCodes_1996_to_2002.pdf
1996,2002,TABLE_II,39,40,3,3002.30,,3002.30,,,WTO_HSCodes_1996_to_2002.pdf
1996,2002,TABLE_II,39,40,3,3002.30,,3006.80,ex,,WTO_HSCodes_1996_to_2002.pdf
1996,2002,TABLE_II,39,40,4,3002.90,,3002.90,,,WTO_HSCodes_1996_to_2002.pdf
1996,2002,TABLE_II,39,40,4,3002.90,,3006.80,ex,,WTO_HSCodes_1996_to_2002.pdf
1996,2002,TABLE_II,39,40,5,3003.10,,3003.10,,,WTO_HSCodes_1996_to_2002.pdf
1996,2002,TABLE_II,39,40,5,3003.10,,3006.80,ex,,WTO_HSCodes_1996_to_2002.pdf
1996,2002,TABLE_II,39,40,6,3003.20,,3003.20,,,WTO_HSCodes_1996_to_2002.pdf
1996,2002,TABLE_II,39,40,6,3003.20,,3006.80,ex,,WTO_HSCodes_1996_to_2002.pdf
1996,2002,TABLE_II,39,40,7,3003.31,,3003.31,,,WTO_HSCodes_1996_to_2002.pdf
1996,2002,TABLE_II,39,40,7,3003.31,,3006.80,ex,,WTO_HSCodes_1996_to_2002.pdf
1996,2002,TABLE_II,39,40,8,3003.39,,3003.39,,,WTO_HSCodes_1996_to_2002.pdf
1996,2002,TABLE_II,39,40,8,3003.39,,3006.80,ex,,WTO_HSCodes_1996_to_2002.pdf
1996,2002,TABLE_II,39,40,9,3003.40,,3003.40,,,WTO_HSCodes_1996_to_2002.pdf
1996,2002,TABLE_II,39,40,9,3003.40,,3006.80,ex,,WTO_HSCodes_1996_to_2002.pdf
1996,2002,TABLE_II,39,40,10,3003.90,,3003.90,,,WTO_HSCodes_1996_to_2002.pdf
1996,2002,TABLE_II,39,40,10,3003.90,,3006.80,ex,,WTO_HSCodes_1996_to_2002.pdf
1996,2002,TABLE_II,39,40,11,3004.10,,3004.10,,,WTO_HSCodes_1996_to_2002.pdf
1996,2002,TABLE_II,39,40,11,3004.10,,3006.80,ex,,WTO_HSCodes_1996_to_2002.pdf
1996,2002,TABLE_II,39,40,12,3004.20,,3004.20,,,WTO_HSCodes_1996_to_2002.pdf
1996,2002,TABLE_II,39,40,12,3004.20,,3006.80,ex,,WTO_HSCodes_1996_to_2002.pdf
1996,2002,TABLE_II,39,40,13,3004.31,,3004.31,,,WTO_HSCodes_1996_to_2002.pdf
1996,2002,TABLE_II,39,40,13,3004.31,,3006.80,ex,,WTO_HSCodes_1996_to_2002.pdf
1996,2002,TABLE_II,39,40,14,3004.32,,3004.32,ex,,WTO_HSCodes_1996_to_2002.pdf
1996,2002,TABLE_II,39,40,14,3004.32,,3006.80,ex,,WTO_HSCodes_1996_to_2002.pdf
1996,2002,TABLE_II,39,40,15,3004.39,,3004.32,ex,,WTO_HSCodes_1996_to_2002.pdf
1996,2002,TABLE_II,39,40,15,3004.39,,3004.39,,,WTO_HSCodes_1996_to_2002.pdf
1996,2002,TABLE_II,39,40,15,3004.39,,3006.80,ex,,WTO_HSCodes_1996_to_2002.pdf
1996,2002,TABLE_II,39,40,16,3004.40,,3004.40,,,WTO_HSCodes_1996_to_2002.pdf
1996,2002,TABLE_II,39,40,16,3004.40,,3006.80,ex,,WTO_HSCodes_1996_to_2002.pdf
1996,2002,TABLE_II,39,40,17,3004.50,,3004.50,,,WTO_HSCodes_1996_to_2002.pdf
1996,2002,TABLE_II,39,40,17,3004.50,,3006.80,ex,,WTO_HSCodes_1996_to_2002.pdf
1996,2002,TABLE_II,39,40,18,3004.90,,3004.90,,,WTO_HSCodes_1996_to_2002.pdf
1996,2002,TABLE_II,39,40,18,3004.90,,3006.80,ex,,WTO_HSCodes_1996_to_2002.pdf
1996,2002,TABLE_II,40,41,1,3005.10,,3005.10,,,WTO_HSCodes_1996_to_2002.pdf
1996,2002,TABLE_II,40,41,1,3005.10,,3006.80,ex,,WTO_HSCodes_1996_to_2002.pdf
1996,2002,TABLE_II,40,41,1,3005.10,,3825.30,ex,,WTO_HSCodes_1996_to_2002.pdf
1996,2002,TABLE_II,40,41,2,3005.90,,3005.90,,,WTO_HSCodes_1996_to_2002.pdf
1996,2002,TABLE_II,40,41,2,3005.90,,3006.80,ex,,WTO_HSCodes_1996_to_2002.pdf
1996,2002,TABLE_II,40,41,2,3005.90,,3825.30,ex,,WTO_HSCodes_1996_to_2002.pdf
1996,2002,TABLE_II,40,41,3,3006.10,,3006.10,,,WTO_HSCodes_1996_to_2002.pdf
1996,2002,TABLE_II,40,41,3,3006.10,,3006.80,ex,,WTO_HSCodes_1996_to_2002.pdf
1996,2002,TABLE_II,40,41,4,3006.20,,3006.20,,,WTO_HSCodes_1996_to_2002.pdf
1996,2002,TABLE_II,40,41,4,3006.20,,3006.80,ex,,WTO_HSCodes_1996_to_2002.pdf
1996,2002,TABLE_II,40,41,5,3006.30,,3006.30,,,WTO_HSCodes_1996_to_2002.pdf
1996,2002,TABLE_II,40,41,5,3006.30,,3006.80,ex,,WTO_HSCodes_1996_to_2002.pdf
1996,2002,TABLE_II,40,41,6,3006.40,,3006.40,,,WTO_HSCodes_1996_to_2002.pdf
1996,2002,TABLE_II,40,41,6,3006.40,,3006.80,ex,,WTO_HSCodes_1996_to_2002.pdf
1996,2002,TABLE_II,40,41,7,3006.50,,3006.50,,,WTO_HSCodes_1996_to_2002.pdf
1996,2002,TABLE_II,40,41,7,3006.50,,3006.80,ex,,WTO_HSCodes_1996_to_2002.pdf
1996,2002,TABLE_II,40,41,8,3006.60,,3006.60,,,WTO_HSCodes_1996_to_2002.pdf
1996,2002,TABLE_II,40,41,8,3006.60,,3006.80,ex,,WTO_HSCodes_1996_to_2002.pdf
1996,2002,TABLE_II,40,41,14,3824.90,,3006.70,,,WTO_HSCodes_1996_to_2002.pdf
1996,2002,TABLE_II,40,41,14,3824.90,,3006.80,ex,,WTO_HSCodes_1996_to_2002.pdf
2002,2007,TABLE_I,9,10,6,3001.10,,3001.90,,Deletion of subheading 3001.10 because of the low volume of trade.,WTO_HSCodes_2002_to_2007.pdf
2002,2007,TABLE_I,9,10,6,3001.90,,3001.90,,Deletion of subheading 3001.10 because of the low volume of trade.,WTO_HSCodes_2002_to_2007.pdf
2002,2007,TABLE_I,9,10,7,3006.10,,3006.10,,"The scope of subheading 3006.10 was expanded to cover also sterile absorbable surgical or dental yarn and sterile surgical or dental adhesion barriers, whether or not absorbable.",WTO_HSCodes_2002_to_2007.pdf
2002,2007,TABLE_I,9,10,7,3920.10,ex,3006.10,,"The scope of subheading 3006.10 was expanded to cover also sterile absorbable surgical or dental yarn and sterile surgical or dental adhesion barriers, whether or not absorbable.",WTO_HSCodes_2002_to_2007.pdf
2002,2007,TABLE_I,9,10,7,3920.20,ex,3006.10,,"The scope of subheading 3006.10 was expanded to cover also sterile absorbable surgical or dental yarn and sterile surgical or dental adhesion barriers, whether or not absorbable.",WTO_HSCodes_2002_to_2007.pdf
